latitude,longitude,county_name
34.366707999999996,-119.651357,Santa Barbara County
34.336107999999996,-119.716129,Santa Barbara County
34.422916,-120.14728,Santa Barbara County
34.391484999999996,-120.45601500000001,Santa Barbara County
34.419505,-120.523646,Santa Barbara County
34.488465999999995,-120.559439,Santa Barbara County
34.527131,-120.684529,Santa Barbara County
34.57496,-120.713329,Santa Barbara County
34.696343999999996,-120.664691,Santa Barbara County
34.748329,-120.70209299999999,Santa Barbara County
34.838623999999996,-120.673281,Santa Barbara County
34.901499,-120.734382,Santa Barbara County
35.098828,-120.689606,San Luis Obispo County
35.116577,-120.800411,San Luis Obispo County
35.187377999999995,-120.91779199999999,San Luis Obispo County
35.249975,-120.961253,San Luis Obispo County
35.348413,-120.923435,San Luis Obispo County
35.392748,-120.933292,San Luis Obispo County
35.41999,-121.041635,San Luis Obispo County
35.58369,-121.201555,San Luis Obispo County
35.624969,-121.323512,San Luis Obispo County
35.763401,-121.39346,San Luis Obispo County
35.842745,-121.501047,Monterey County
35.943818,-121.561461,Monterey County
35.978944999999996,-121.631818,Monterey County
36.129008999999996,-121.727812,Monterey County
36.210314,-121.88019299999999,Monterey County
36.285117,-121.957666,Monterey County
36.578249,-122.04405,Monterey County
36.647704,-122.001124,Monterey County
36.910199,-122.076399,Santa Cruz County
36.985833,-122.251082,Santa Cruz County
37.054764,-122.31389899999999,Santa Cruz County
37.065647999999996,-122.376086,San Mateo County
37.177848,-122.464117,San Mateo County
37.249944,-122.484046,San Mateo County
37.349889,-122.467005,San Mateo County
37.441554,-122.509889,San Mateo County
37.499943,-122.574963,San Mateo County
37.789362,-122.588174,San Francisco County
37.848517,-122.675654,Marin County
37.865804,-122.766771,Marin County
37.974109,-122.889291,Marin County
37.941092999999995,-122.953224,Marin County
37.958669,-123.067965,Marin County
38.008433,-123.08512999999999,Marin County
38.149132,-123.014817,Marin County
38.296262999999996,-123.134523,Sonoma County
38.388337,-123.164757,Sonoma County
38.510202,-123.360929,Sonoma County
38.68089,-123.51058,Sonoma County
38.893727999999996,-123.78467599999999,Mendocino County
38.961219,-123.80986,Mendocino County
39.041091,-123.761965,Mendocino County
39.348349,-123.894936,Mendocino County
39.494178999999995,-123.875126,Mendocino County
39.549194,-123.834649,Mendocino County
39.780466,-123.90097,Mendocino County
39.972263,-124.078596,Mendocino County
39.999865,-124.13325499999999,Mendocino County
40.063544,-124.153762,Humboldt County
40.225274999999996,-124.41102599999999,Humboldt County
40.361785,-124.428055,Humboldt County
40.428492999999996,-124.480543,Humboldt County
40.597021999999996,-124.412003,Humboldt County
40.974047999999996,-124.189793,Humboldt County
41.134074999999996,-124.252474,Humboldt County
41.184582,-124.195532,Humboldt County
41.289293,-124.160704,Humboldt County
41.302994,-124.220032,Humboldt County
41.3433,-124.24242,Humboldt County
41.384718,-124.206515,Humboldt County
41.381820999999995,-124.139973,Humboldt County
41.464452,-124.136561,Del Norte County
